Year Month,Postal Code,Customer Class,Total Gallons
201504,78750,Multi-Family,"13,171,700"
201601,78705,Multi-Family,"31,067,800"
201211,78703,Irrigation - Multi-Family,"643,000"
201707,78752,Irrigation - Multi-Family,"208,600"
201611,78704,Multi-Family,"52,293,100"
201506,78704,Multi-Family,"46,744,800"
201505,78748,Multi-Family,"17,981,600"
201411,78752,Residential,"12,251,900"
201508,78749,Residential,"112,697,300"
201501,78745,Multi-Family,"34,133,400"
201304,78757,Irrigation - Multi-Family,"107,300"
201308,78745,Irrigation - Multi-Family,"3,858,500"
201707,78748,Residential,"85,070,300"
201701,78722,Residential,"7,424,400"
201408,78702,Multi-Family,"11,039,900"
201411,78744,Residential,"46,688,400"
201601,78732,Residential,"5,000"
201610,78752,Residential,"12,102,600"
201404,78730,Irrigation - Multi-Family,"660,700"
201204,78737,Residential,"6,054,200"
201704,78751,Irrigation - Multi-Family,"518,100"
201604,78756,Residential,"10,461,200"
201802,78652,Irrigation - Multi-Family,"309,700"
201801,78735,Multi-Family,"11,883,900"
201201,78748,Multi-Family,"14,504,100"
201509,78745,Irrigation - Multi-Family,"7,677,800"
201708,78759,Irrigation - Multi-Family,"2,188,700"
201809,78660,Irrigation - Residential,"20,200"
201806,78758,Multi-Family,"50,477,200"
201411,78742,Residential,"618,700"
201705,78751,Residential,"15,521,600"
201404,78756,Multi-Family,"6,263,900"
201412,78756,Irrigation - Multi-Family,"157,100"
201310,78742,Multi-Family,"328,500"
201711,78705,Irrigation - Multi-Family,"776,700"
201409,78744,Residential,"57,293,300"
201210,78742,Residential,"783,700"
201805,78756,Irrigation - Residential,"68,700"
201809,78747,Irrigation - Residential,"16,500"
201808,78652,Irrigation - Residential,"86,800"
201709,78748,Multi-Family,"24,596,700"
201307,78759,Irrigation - Multi-Family,"1,727,600"
201605,78754,Multi-Family,"16,088,300"
201809,78759,Multi-Family,"39,269,000"
201512,78750,Residential,"36,400,300"
201603,78741,Multi-Family,"80,857,000"
201704,78728,Residential,"5,034,000"
201210,78757,Multi-Family,"15,553,200"
201306,78745,Irrigation - Multi-Family,"2,861,600"
201410,78723,Residential,"32,518,300"
201712,78704,Residential,"39,772,400"
201205,78731,Residential,"85,095,400"
201809,78731,Irrigation - Multi-Family,"1,008,300"
201806,78705,Residential,"10,801,100"
201307,78617,Residential,"22,730,000"
201407,78744,Residential,"51,394,900"
201512,78726,Residential,"12,248,200"
201707,78745,Multi-Family,"34,149,600"
201603,78754,Residential,"20,011,600"
201401,78757,Irrigation - Multi-Family,"107,400"
201511,78758,Residential,"35,397,000"
201808,78745,Irrigation - Multi-Family,"8,771,900"
201202,78757,Multi-Family,"12,390,500"
201403,78758,Irrigation - Multi-Family,"1,021,600"
201410,78751,Multi-Family,"11,291,600"
201304,78730,Multi-Family,"4,599,100"
201702,78701,Multi-Family,"13,268,800"
201303,78757,Multi-Family,"13,219,800"
201404,78703,Multi-Family,"11,424,000"
201504,78653,Residential,"887,400"
201201,78757,Multi-Family,"14,111,000"
201802,78749,Residential,"40,778,800"
201203,78751,Multi-Family,"13,295,800"
201612,78759,Residential,"49,096,000"
201505,78735,Residential,"15,430,300"
201210,78745,Irrigation - Multi-Family,"4,514,200"
201704,78759,Residential,"52,455,800"
201706,78703,Irrigation - Multi-Family,"641,000"
201506,78731,Multi-Family,"15,881,500"
201801,78728,Residential,"5,460,500"
201611,78754,Multi-Family,"17,463,700"
201503,78754,Residential,"18,137,700"
201504,78756,Multi-Family,"5,323,500"
201410,78757,Irrigation - Multi-Family,"446,200"
201801,78652,Irrigation - Residential,"9,600"
201809,78728,Irrigation - Multi-Family,"3,154,200"
201610,78750,Multi-Family,"12,169,500"
201204,78730,Irrigation - Multi-Family,"1,561,500"
201312,78758,Residential,"36,792,700"
201203,78735,Residential,"14,900,800"
201806,78729,Irrigation - Multi-Family,"3,858,000"
201403,78744,Residential,"42,934,400"
201704,78742,Residential,"656,100"
201203,78759,Residential,"48,439,800"
201211,78759,Irrigation - Multi-Family,"2,829,000"
201806,78652,Irrigation - Residential,"59,200"
201511,78745,Irrigation - Multi-Family,"5,641,100"
201803,78728,Multi-Family,"8,043,000"
201507,78754,Multi-Family,"17,467,100"
201407,78750,Residential,"67,782,700"
201607,78748,Residential,"86,062,200"
201402,78726,Residential,"11,085,600"
201708,78705,Residential,"12,374,100"
201406,78653,Multi-Family,"173,700"
201602,78746,Multi-Family,"11,986,400"
201305,78617,Residential,"19,625,800"
201311,78753,Residential,"35,736,300"
201308,78757,Residential,"48,521,200"
201610,78754,Irrigation - Multi-Family,"3,635,000"
201311,78753,Multi-Family,"50,061,300"
201211,78752,Irrigation - Multi-Family,"86,500"
201609,78736,Residential,"13,842,500"
201612,78741,Multi-Family,"80,324,500"
201201,78702,Multi-Family,"10,143,900"
201706,78727,Residential,"40,005,100"
201801,78757,Residential,"28,589,200"
201510,78750,Residential,"80,134,900"
201512,78722,Residential,"7,376,300"
201603,78660,Residential,"7,915,200"
201802,78758,Multi-Family,"43,699,900"
201708,78756,Irrigation - Multi-Family,"360,500"
201203,78739,Residential,"28,989,500"
201409,78749,Multi-Family,"18,239,100"
201404,78705,Residential,"9,312,100"
201710,78747,Multi-Family,"7,592,300"
201512,78742,Multi-Family,"263,800"
201310,78754,Residential,"21,836,600"
201610,78757,Multi-Family,"12,953,800"
201409,78723,Residential,"44,394,900"
201712,78724,Residential,"18,177,900"
201301,78746,Multi-Family,"13,936,700"
201710,78758,Multi-Family,"48,447,800"
201601,78742,Residential,"769,700"
201307,78753,Multi-Family,"52,732,200"
201805,78729,Irrigation - Residential,"10,300"
201711,78719,Multi-Family,"314,700"
201809,78727,Irrigation - Residential,"19,100"
201305,78727,Residential,"44,411,400"
201808,78750,Irrigation - Multi-Family,"2,470,200"
201512,78737,Residential,"5,127,800"
201601,78750,Residential,"38,614,100"
201409,78753,Multi-Family,"56,741,800"
201406,78751,Residential,"15,997,200"
201711,78727,Residential,"33,702,900"
201611,78752,Irrigation - Multi-Family,"152,000"
201706,78737,Residential,"9,134,500"
201808,78742,Multi-Family,"293,100"
201702,78746,Multi-Family,"11,633,200"
201506,78747,Residential,"20,216,800"
201206,78702,Multi-Family,"9,485,500"
201509,78741,Multi-Family,"78,806,900"
201804,78741,Residential,"17,216,700"
201706,78748,Residential,"66,965,400"
201607,78737,Residential,"15,159,300"
201606,78759,Irrigation - Multi-Family,"733,000"
201809,78719,Residential,"2,126,100"
201209,78747,Residential,"39,598,900"
201506,78730,Multi-Family,"5,213,400"
201710,78721,Irrigation - Multi-Family,"313,000"
201210,78756,Irrigation - Multi-Family,"74,800"
201212,78751,Multi-Family,"12,964,000"
201604,78746,Multi-Family,"12,745,800"
201511,78705,Multi-Family,"41,207,400"
201510,78751,Irrigation - Multi-Family,"896,000"
201806,78756,Irrigation - Residential,"72,600"
201803,78701,Residential,"718,100"
201310,78703,Residential,"60,947,900"
201707,78660,Residential,"12,107,700"
201212,78653,Residential,"1,119,100"
201712,78721,Multi-Family,"3,706,500"
201807,78744,Residential,"56,367,300"
201611,78751,Residential,"16,099,700"
201706,78758,Multi-Family,"52,214,800"
201610,78751,Irrigation - Multi-Family,"1,100,100"
201506,78737,Residential,"6,203,800"
201607,78660,Residential,"10,547,000"
201709,78736,Residential,"18,295,200"
201309,78752,Irrigation - Multi-Family,"311,100"
201612,78753,Multi-Family,"56,422,400"
201802,78660,Multi-Family,"4,985,300"
201304,78744,Residential,"48,500,100"
201708,78717,Residential,"55,924,200"
201205,78731,Multi-Family,"18,230,300"
201610,78727,Residential,"40,741,400"
201501,78752,Multi-Family,"20,470,200"
201710,78660,Irrigation - Multi-Family,"1,768,200"
201611,78748,Residential,"64,714,200"
201301,78702,Multi-Family,"10,376,200"
201802,78617,Multi-Family,"4,771,800"
201611,78749,Multi-Family,"16,823,100"
201206,78750,Residential,"92,554,400"
201301,78758,Irrigation - Multi-Family,"2,186,800"
201804,78736,Residential,"12,357,900"
201612,78730,Residential,"18,389,900"
201302,78702,Multi-Family,"9,038,300"
201207,78754,Multi-Family,"17,284,600"
201809,78704,Irrigation - Multi-Family,"6,548,100"
201510,78750,Multi-Family,"14,292,700"
201807,78749,Residential,"77,523,900"
201305,78745,Residential,"78,050,100"
201805,78759,Irrigation - Residential,"108,500"
201411,78704,Residential,"46,148,200"
201806,78728,Multi-Family,"9,611,700"
201803,78759,Residential,"43,173,200"
201507,78736,Residential,"13,421,100"
201504,78742,Multi-Family,"261,800"
201603,78702,Residential,"23,742,100"
201308,78653,Residential,"1,302,700"
201605,78741,Multi-Family,"72,865,200"
201707,78747,Residential,"32,254,300"
201807,78748,Irrigation - Multi-Family,"13,576,300"
201803,78653,Residential,"1,736,000"
201701,78724,Residential,"20,119,500"
201209,78751,Residential,"22,552,800"
201312,78756,Multi-Family,"5,186,800"
201708,78725,Residential,"3,494,300"
201311,78705,Multi-Family,"39,065,500"
201803,78729,Irrigation - Residential,"4,000"
201803,78728,Residential,"4,823,400"
201712,78757,Irrigation - Multi-Family,"261,400"
201711,78724,Residential,"18,531,900"
201809,78725,Residential,"4,075,000"
201207,78721,Multi-Family,"4,613,600"
201206,78751,Multi-Family,"12,992,200"
201712,78751,Multi-Family,"12,933,900"
201709,78751,Irrigation - Multi-Family,"1,155,500"
201701,78752,Residential,"11,372,000"
201211,78745,Irrigation - Multi-Family,"2,493,300"
201809,78723,Irrigation - Multi-Family,"432,100"
201302,78756,Irrigation - Multi-Family,"69,400"
201203,78750,Irrigation - Multi-Family,"441,300"
201602,78747,Residential,"18,975,700"
201603,78736,Residential,"11,553,400"
201204,78758,Irrigation - Multi-Family,"1,733,700"
201605,78756,Irrigation - Multi-Family,"111,900"
201402,78748,Residential,"56,344,000"
201402,78747,Residential,"18,709,600"
201307,78731,Residential,"96,677,300"
201702,78702,Multi-Family,"9,889,000"
201510,78748,Multi-Family,"21,634,100"
201601,78759,Multi-Family,"38,409,500"
201710,78705,Irrigation - Residential,"67,100"
201307,78746,Multi-Family,"14,165,400"
201701,78751,Irrigation - Multi-Family,"584,700"
201508,78701,Irrigation - Multi-Family,"992,000"
201312,78705,Residential,"8,905,200"
201610,78753,Residential,"40,170,100"
201805,78742,Irrigation - Multi-Family,"41,800"
201804,78756,Residential,"10,578,800"
201411,78617,Residential,"19,654,900"
201403,78735,Residential,"14,481,900"
201809,78731,Residential,"94,891,800"
201203,78736,Residential,"10,102,100"
201211,78702,Residential,"27,989,000"
201707,78703,Multi-Family,"13,658,200"
201509,78758,Residential,"51,709,400"
201202,78753,Residential,"34,191,800"
201806,78717,Residential,"57,625,100"
201708,78748,Residential,"94,965,400"
201605,78757,Irrigation - Multi-Family,"357,100"
201805,78652,Irrigation - Multi-Family,"543,700"
201607,78742,Residential,"804,200"
201710,78702,Irrigation - Residential,"4,200"
201612,78653,Multi-Family,"101,500"
201411,78756,Residential,"11,784,800"
201801,78749,Multi-Family,"17,448,600"
201208,78739,Residential,"65,780,800"
201505,78757,Residential,"27,614,600"
201712,78729,Multi-Family,"19,784,600"
201705,78735,Residential,"23,450,000"
201607,78759,Residential,"98,053,200"
201805,78723,Irrigation - Residential,"18,500"
201308,78748,Residential,"101,251,000"
201603,78757,Residential,"29,361,600"
201807,78725,Residential,"4,154,500"
201809,78704,Multi-Family,"57,883,100"
201603,78752,Multi-Family,"17,287,100"
201308,78756,Irrigation - Multi-Family,"102,400"
201205,78757,Irrigation - Multi-Family,"50,500"
201508,78759,Residential,"123,406,300"
201303,78748,Residential,"61,544,200"
201611,78752,Multi-Family,"15,789,600"
201303,78749,Irrigation - Multi-Family,"2,992,000"
201710,78727,Residential,"36,849,200"
201806,78739,Irrigation - Multi-Family,"78,700"
201408,78749,Multi-Family,"16,879,300"
201311,78747,Residential,"20,589,800"
201712,78739,Irrigation - Multi-Family,100
201604,78722,Residential,"7,685,500"
201805,78731,Irrigation - Residential,"688,900"
201502,78756,Multi-Family,"5,154,000"
201401,78747,Residential,"21,069,200"
201203,78745,Multi-Family,"32,304,500"
201406,78736,Residential,"13,589,200"
201211,78753,Irrigation - Multi-Family,"4,398,000"
201307,78705,Residential,"12,214,100"
201309,78757,Irrigation - Multi-Family,"404,400"
201809,78735,Irrigation - Multi-Family,"4,805,300"
201601,78703,Irrigation - Multi-Family,"306,100"
201310,78756,Multi-Family,"5,762,700"
201710,78758,Residential,"36,615,600"
201709,78704,Multi-Family,"58,660,400"
201409,78703,Residential,"78,260,600"
201704,78617,Multi-Family,"4,227,700"
201807,78703,Irrigation - Residential,"1,447,200"
201210,78736,Residential,"14,661,000"
201709,78737,Residential,"12,591,200"
201308,78617,Multi-Family,"4,228,500"
201504,78724,Residential,"18,569,900"
201411,78748,Multi-Family,"18,747,300"
201209,78739,Residential,"99,695,900"
201809,78701,Multi-Family,"16,741,300"
201412,78751,Irrigation - Multi-Family,"409,200"
201607,78758,Multi-Family,"50,539,700"
201402,78752,Residential,"11,235,500"
201407,78742,Multi-Family,"345,400"
201803,78701,Irrigation - Residential,"26,400"
201708,78750,Irrigation - Multi-Family,"2,438,200"
201401,78748,Residential,"62,595,600"
201401,78702,Multi-Family,"10,952,500"
201312,78701,Irrigation - Multi-Family,"297,300"
201404,78750,Irrigation - Multi-Family,"805,600"
201803,78748,Residential,"50,394,800"
201610,78753,Multi-Family,"52,886,800"
201801,78745,Irrigation - Multi-Family,"3,012,900"
201702,78723,Residential,"26,997,300"
201802,78741,Irrigation - Multi-Family,"1,088,200"
201610,78731,Multi-Family,"17,771,100"
201702,78751,Multi-Family,"11,536,500"
201601,78754,Multi-Family,"18,562,300"
201412,78653,Residential,"834,200"
201803,78733,Residential,"75,700"
201210,78758,Multi-Family,"48,950,200"
201709,78752,Residential,"13,497,300"
201510,78756,Multi-Family,"5,637,900"
201411,78745,Residential,"71,215,100"
201803,78652,Irrigation - Multi-Family,"187,900"
201209,78757,Irrigation - Multi-Family,"389,500"
201309,78701,Irrigation - Multi-Family,"612,900"
201710,78719,Residential,"1,702,900"
201806,78721,Residential,"14,854,700"
201707,78701,Irrigation - Multi-Family,"791,900"
201209,78705,Multi-Family,"31,986,400"
201308,78747,Residential,"35,606,100"
201809,78721,Irrigation - Multi-Family,"559,000"
201212,78747,Residential,"26,381,600"
201703,78756,Residential,"9,397,200"
201602,78744,Residential,"42,279,300"
201806,78701,Irrigation - Multi-Family,"668,800"
201202,78749,Multi-Family,"13,104,400"
201807,78736,Residential,"18,162,000"
201606,78753,Irrigation - Multi-Family,"4,100,900"
201203,78701,Multi-Family,"12,766,300"
201409,78751,Multi-Family,"13,231,000"
201805,78723,Multi-Family,"21,376,200"
201508,78704,Multi-Family,"53,997,000"
201809,78723,Multi-Family,"22,751,700"
201710,78728,Residential,"5,668,800"
201710,78745,Residential,"65,605,800"
201608,78758,Residential,"48,351,300"
201204,78660,Residential,"7,731,300"
201510,78759,Multi-Family,"44,393,100"
201711,78736,Multi-Family,"3,089,000"
201505,78759,Multi-Family,"34,577,400"
201207,78660,Residential,"10,487,200"
201706,78726,Residential,"21,948,600"
201505,78653,Residential,"780,000"
201602,78726,Residential,"12,653,600"
201408,78737,Residential,"14,694,400"
201312,78731,Residential,"45,689,800"
201305,78739,Residential,"46,008,600"
201502,78746,Multi-Family,"10,503,800"
201411,78754,Irrigation - Multi-Family,"1,948,000"
201808,78735,Irrigation - Multi-Family,"5,076,800"
201502,78730,Irrigation - Multi-Family,"225,600"
201809,78730,Irrigation - Residential,"323,900"
201205,78753,Multi-Family,"49,607,900"
201507,78701,Multi-Family,"14,525,600"
201605,78653,Multi-Family,"66,600"
201702,78744,Residential,"41,122,800"
201801,78752,Multi-Family,"17,920,500"
201503,78752,Multi-Family,"17,859,400"
201708,78732,Residential,"6,700"
201801,78722,Residential,"7,111,300"
201407,78753,Multi-Family,"54,730,300"
201611,78726,Residential,"20,109,000"
201308,78722,Residential,"12,263,600"
201703,78732,Residential,"2,700"
201802,78758,Irrigation - Residential,"48,500"
201805,78747,Multi-Family,"7,100,400"
201808,78756,Irrigation - Residential,"99,900"
201205,78758,Multi-Family,"45,136,100"
201705,78729,Residential,"22,194,800"
201504,78758,Residential,"35,842,100"
201709,78653,Multi-Family,"248,800"
201605,78753,Residential,"35,519,800"
201802,78702,Irrigation - Residential,700
201408,78703,Multi-Family,"13,076,300"
201809,78724,Irrigation - Multi-Family,"456,100"
201406,78746,Multi-Family,"14,180,700"
201702,78753,Multi-Family,"46,608,800"
201610,78750,Residential,"63,651,600"
201203,78722,Residential,"7,855,400"
201703,78744,Residential,"45,144,500"
201411,78703,Multi-Family,"12,268,500"
201210,78701,Irrigation - Multi-Family,"526,100"
201201,78751,Irrigation - Multi-Family,"236,800"
201304,78617,Residential,"18,320,600"
201201,78758,Irrigation - Multi-Family,"1,216,400"
201506,78754,Multi-Family,"15,582,600"
201706,78723,Residential,"35,404,000"
201711,78701,Irrigation - Residential,"26,600"
201603,78705,Multi-Family,"39,453,100"
201608,78702,Multi-Family,"11,291,400"
201309,78746,Multi-Family,"16,228,000"
201708,78759,Residential,"96,012,000"
201301,78750,Irrigation - Multi-Family,"811,100"
201711,78723,Irrigation - Multi-Family,"411,100"
201809,78704,Irrigation - Residential,"252,700"
201210,78747,Residential,"26,114,800"
201604,78758,Irrigation - Multi-Family,"3,237,300"
201303,78731,Residential,"60,260,700"
201503,78749,Residential,"44,201,400"
201201,78735,Residential,"16,536,800"
201609,78745,Irrigation - Multi-Family,"5,146,800"
201702,78756,Multi-Family,"5,170,000"
